,path,id,review_title,stars,reviewDate,reviewNumHelp,reviewVerified,reviewComment
4959,140053271X,RFLS2XMS4V3DR,Dependable Products with a Brick and Mortar Support Structure,5.0 out of 5 stars,"Reviewed in the United States on November 26, 2011",9 people found this helpful,,"I have 4 Nooks- I have been using them constantly for the last 2 years (Simple Touch, Color, Classic Nook WiFi). Although I rabidly love my Nook Colors, I adore this little Simple Touch. It is light, I can read it in many environments, I can carry it in my purse easily, and I don't always need the tablet like functions that I have with my Nook Colors."
4960,140053271X,R3SU1RPS1FREGI,A Very Pleasant Surprise,5.0 out of 5 stars,"Reviewed in the United States on November 16, 2011",13 people found this helpful,,"Having previously owned a Kindle, I was not expecting that e-book readers had much improved over the last year. Contrast on the display was a big problem for me, and I wasn't especially keen that the Kindle uses a proprietary book format that cannot be read on other e-readers. So, as long as I stuck buying books from Amazon for a Kindle, I was fine; the second I ever wanted to move to another device, I couldn't take my books. This didn't sit well with me."
4961,1622452399,R31GAI626PTYXE,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on March 30, 2018",,Verified Purchase,It has been great so far; I am 38% of the way thru it and am thoroughly enjoying it!
4962,1622452399,RRX258RPJF6ZF,A blessing is in store for those who read this book!,5.0 out of 5 stars,"Reviewed in the United States on July 25, 2018",,Verified Purchase,"I have spent half my life meaning to read this great book. When you pick it up ,you find it easy to read and hard to put down. I am sure blessings will come your way after reading this magnificent story which I am going to travel also!"
4963,1622452399,R284DVECNY6WD7,"Was looking for the newer version, this was one ...",2.0 out of 5 stars,"Reviewed in the United States on May 24, 2017",,Verified Purchase,"Was looking for the newer version, this was one that came up so I ordered it. Seemed too slow to keep my interest."
4964,1622452399,RQDCEQA7DWHOV,Never fails to satisfy,5.0 out of 5 stars,"Reviewed in the United States on November 6, 2015",One person found this helpful,Verified Purchase,This is a classic of course and never is old or stale. There is a study lesson that goes with it which I am thinking about using for a small group at church.
4965,1622452399,RQ1QXQHM2FEWQ,Pilgrim's Progress Review,5.0 out of 5 stars,"Reviewed in the United States on July 15, 2016",,Verified Purchase,"Gives an accurate description of the Christian journey as we sojourn on the narrow road to Heaven!!!! Excellent read, a must for every believer. I highly recommend this book!!!"
4966,1622452399,R22KUV1HGKBXTZ,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on July 23, 2018",,Verified Purchase,"what a great book, it really makes you think about your life, and your walk with Christ"
4967,1622452399,RHSZBFWE1Y75D,A Must Read,5.0 out of 5 stars,"Reviewed in the United States on September 4, 2018",,Verified Purchase,Superb version.
4968,1622452399,R2O6OCJEGTB4RY,Four Stars,4.0 out of 5 stars,"Reviewed in the United States on July 21, 2018",,Verified Purchase,inspiring and  Educational
4969,1622452399,R3QEHOFC9G9HAQ,Every follower of Jesus Christ needs to read this book!,5.0 out of 5 stars,"Reviewed in the United States on May 8, 2018",,Verified Purchase,Excellent depiction of our walk in Christianity and an encourager to endure and keep walking in Faith to everlasting life with our Lord Jesus and the Creator of ALL!
4970,1622452399,RZSZXGBVSKHEI,Great Book,5.0 out of 5 stars,"Reviewed in the United States on May 8, 2017",,Verified Purchase,If you want a book to make you think this is the one to read.  It will help you understand yourself and others.
4971,1409133826,R14MZ2NBMUUWYR,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on February 13, 2015",,Verified Purchase,the best yet!
4972,1409133826,R15BM3RF51Y0LJ,Classic,5.0 out of 5 stars,"Reviewed in the United States on December 20, 2013",,Verified Purchase,Classic. Seemless in Conan Doyle style. Great plot with clever writting. His estate should very pleased. I hope for more.
4973,1409133826,R1FGVFB7FVKLLL,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on December 4, 2014",,Verified Purchase,Great Book - Excellent Price - Fast Shipping
4974,1409133826,R3OWHOYQ27DQXM,An enjoyable read - well written - characters interesting and ...,4.0 out of 5 stars,"Reviewed in the United States on December 29, 2014",,Verified Purchase,An enjoyable read - well written - characters interesting and you are able to picture every scene from his descriptions.
4975,1409133826,RUGJWEWNEBHEL,Four Stars,4.0 out of 5 stars,"Reviewed in the United States on February 17, 2015",,Verified Purchase,good read
4976,1409133826,R3VV0CTUE3D7IC,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on February 6, 2015",,Verified Purchase,Surprisingly good novel and in great condition
4977,1409133826,R37JDWXRFAUSU9,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on January 5, 2015",,Verified Purchase,A true Sherlock Holmes thriller!
4978,1409133826,R12WHRR179XW2V,"great writing, worth the read",5.0 out of 5 stars,"Reviewed in the United States on July 17, 2015",,Verified Purchase,"the foreword alone -Watson's eulogy of sorts for Holmes - was so moving I read it aloud and could not finish it. and these are fictional characters! great writing, worth the read."
4979,1409133826,R3F8OOXRK2IM03,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on April 24, 2017",,Verified Purchase,Highly recommend Great story and love the way how it is all connected in the end
4980,1409133826,R3NJF5A2C5QJLI,... original Doyle writing but humanising certain aspects of Holmes like being severely affected by the death of a child ...,4.0 out of 5 stars,"Reviewed in the United States on December 13, 2014",,Verified Purchase,Very close to the original Doyle writing but humanising certain aspects of Holmes like being severely affected by the death of a child and burning down a building diluted the cold and calculative nature that I have come to admire. Impressive story telling.
4981,111024178X,R15C0K9BMHB935,I've Never Read Sherlock Holmes Before,5.0 out of 5 stars,"Reviewed in the United States on January 29, 2013",,Verified Purchase,But I have always liked the spin offs. I like that I can read one short story and have it completely solved by the time I am finished with the chapter. It's both fun and intriguing at the same time.
4982,111024178X,R3HUQ74UZFLJ45,Better than the television depictions,5.0 out of 5 stars,"Reviewed in the United States on July 21, 2017",,Verified Purchase,Classic
4983,111024178X,R1H8ROHHIL6CJ,Holmes and Watson,4.0 out of 5 stars,"Reviewed in the United States on January 24, 2013",,Verified Purchase,This is an well known and entaining collections of mysteries to be solved by our colleagues in crime.
4984,111024178X,R251NUEE0GD3L4,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on January 15, 2017",,Verified Purchase,Great book.
4985,111024178X,R2XTS7TMXYWHHE,loved it after being skeptical,5.0 out of 5 stars,"Reviewed in the United States on November 30, 2013",,Verified Purchase,I love this book and I can't even fit it into one review for all the reasons why. If you want to know why you should read it for yourself!
4986,111024178X,R7DHB6U6C9KY2,Classic but hard to read,4.0 out of 5 stars,"Reviewed in the United States on July 4, 2015",,Verified Purchase,"Classic.  Hard to read because of the ""queens"" English but still a classic."
4987,111024178X,RKA2HKWHH6B5K,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on April 1, 2018",,Verified Purchase,Classic
4988,111024178X,R2RYRMUEYGRWBX,Short Stories,3.0 out of 5 stars,"Reviewed in the United States on May 29, 2014",,Verified Purchase,Nice to read if you don't have time to read a whole book. These short stories of Sherlock Holmes is a delight and enough to satisfy.
4989,111024178X,R3A2OKMI0TRR5B,Sherlock still astounds.,5.0 out of 5 stars,"Reviewed in the United States on March 20, 2013",One person found this helpful,Verified Purchase,"The quality of the Holmes stories has truly stood the test of time. Deeply engrossing, masterfully complicated yet very simple, Sir Arthur was a brilliant author. Each new mystery deepens the richness of the narrative and the characters. Simply put, they should be on any mystery or historical literature fan's reading list. Please give these time honored classics the attention they deserve."
4990,111024178X,R4MWCYAVH09AF,A favorite,5.0 out of 5 stars,"Reviewed in the United States on January 4, 2014",,Verified Purchase,Read this many times.
4991,B00000IGBF,R2EU16CZI2POAV,The BEST!,5.0 out of 5 stars,"Reviewed in the United States on November 8, 1999",11 people found this helpful,,The PalmIIIx is something that no one can live without. I recieved my palmIIIx on Nov 3rd of 1999 I love it. What I really like is that you can but a small portable keyboard that you can hook up to your palmIIIx and  type in the information that you want to put in instead of writing it. This  product is fun and easy to use. I love the e-mail. Now I don't have to wait  for my desktop to boot up and then sign of to AOL. I get the internet all  here with the push of a green button wait two seconds then push on the  e-mail and check it. It's so easy to use I love it.
4992,B00000IGBF,R25TS4LDYP0ISR,Palm IIIx packs a punch for less,5.0 out of 5 stars,"Reviewed in the United States on February 7, 2000",27 people found this helpful,,"The Palm IIIx is a less expensive alternative to the PalmV. Comparing featues, I didn't find much to warrant shelling out the extra $100. Sure, the V is thinner and lighter (by a few ounces) but $100 more for less RAM  and a rechargable battery? Flash upgrade the OS ASAP, backup your data to a  PC and you're off and running *without* a laptop. I connect to my e-mail  server from almost anywhere through my Motorola phone. The IIIx is by far  the best organizational tool I've ever used!"
4993,B00000IGBF,R3YHZ74PBWOTF,Defective Unit?,3.0 out of 5 stars,"Reviewed in the United States on February 4, 2000",11 people found this helpful,,"I just bought a Palm IIIx and although the functionality of the machine is great, I've had glitches with my unit.  I had problems performing the hot-sync - maybe a problem with the unit or cradle and the batteries would  go dead after 2-3 days (this happened three times).  I also lost all my  data (twice) without any low battery warning.  I'm getting a replacement  and I hope that this was a anomaly."
4994,B00000IGBF,R20PPTPQNVDVS1,Excellent product...a must have,5.0 out of 5 stars,"Reviewed in the United States on January 7, 2000",6 people found this helpful,,"I am a student at a major university and it keeps everything from homework assignment, deadline and other project organized and convenient.  It sure beats using a dayplanner.  It has it all, I do know how I had ever managed  to keep organized, more or less live with out this outstanding product.  If  your a student or anyone who like to be organized BUY it, it is worth every  penny!"
4995,B00000IGBF,R1HI1BTL2AI836,It's great,5.0 out of 5 stars,"Reviewed in the United States on August 19, 1999",One person found this helpful,,"awesome machine , you have to buy it easy to use a  lot of great stuff in the net for it. A little expensive but worth every penny. Since I purchased it i've been on time and haven't forgotten anything"
4996,B00000IGBF,R154KV8SIQVXRZ,Best product I've bought since my 1st PC,5.0 out of 5 stars,"Reviewed in the United States on November 27, 1999",72 people found this helpful,,"I have been trying to find faults with my IIIX since I bought it three months ago, and still cannot. Every time I think I have found something I don't like I consult the manual and my solution is in black and white. Next  thay need to have voice activation so it will type while you talk and I  don't have to write while driving. As good as this product is it won't be  long."
4997,B00000IGBF,R24PUGCFMDIJE3,Do you buy the Palm IIIx or Palm V?,5.0 out of 5 stars,"Reviewed in the United States on November 1, 1999",72 people found this helpful,,"Just wanted to say to anyone who, like me, was not sure whether to buy the new, funkier Palm V or the Palm IIIx.. Just read all of the reviews listed  here and your mind will be made up. Palm IIIx is upgradeable, more powerful  and less money...ummm...tough choice."
4998,B00000IGBF,R2PY3N3EUO0P12,very useful but mine malfunctioned within 2 months,2.0 out of 5 stars,"Reviewed in the United States on November 8, 1999",23 people found this helpful,,"Although I love it and found it to be more useful than I had expected when it would not turn on or activiate after two months of use I felt lost, ripped off and up a creek with out a paddle.  Would 3com upgrade to the  latest model - NO WAY !  Did it take 10 minutes to speak to someone in  customer service - count on it.  It may be too early for this technology to  last and $300 plus for a 2 month day planner will hurt you just like it did  me !  You have been warned !"
4999,B00000IGBF,R17WB8FH83JW5K,let down again,1.0 out of 5 stars,"Reviewed in the United States on April 28, 2005",2 people found this helpful,,"THIS IS THE SECOND pALM 111X i HAVE PURCHASED ALTHOUGH THE FIRST FROM AMAZON AND, TRUE TO FORM THE DEVICE HAS SIMPLY STOPPED WORKING. My LIFE is in this machine and it is frozen! I never will touch anything made by PALM again and I am sorry that AMAZON could not have prevented this."
5000,B00000IGBF,R3EB3V7ME4CVL7,Great toy but needs better batteries,4.0 out of 5 stars,"Reviewed in the United States on November 11, 1999",61 people found this helpful,,I love it. Great software available. The only drawback I have found is the batteries. 2 AAA batteries are not enough. They learned and the V has lithium batteries. Oh well.
5001,1441888128,R17K3A50JLBRBH,Excellent Read,5.0 out of 5 stars,"Reviewed in the United States on July 22, 2013",,Verified Purchase,I have read all of Rubart's books but this is my favorite. Well Done.
5002,1441888128,R1X80ZMBPUXHQW,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on May 21, 2018",,Verified Purchase,A very good read.
5003,1441888128,R1WNX99BG9Y8DO,Disappointing,2.0 out of 5 stars,"Reviewed in the United States on July 2, 2010",11 people found this helpful,Verified Purchase,"I knew this was a Christian Fiction book when I started reading it so I was expecting the heavy religious content.  However, about halfway into the book I began to get very annoyed.  It seems like the message the author wants you to take away from this book is that you can't be successful and also be close to God and live the way He wants his followers to.  ie. money and success = evil so make sure you give it all up if you want to be close to God.  How about trying money + success used the right way for the glory of God?  Hmmmmm that never seems to make it into these novels.  The book does have some good messages that do make you think and also has some plot twists that are interesting.  It could have been a MUCH better book though."
5004,1441888128,RV27DI9KNUR0H,Great book!,5.0 out of 5 stars,"Reviewed in the United States on September 6, 2018",,Verified Purchase,Great book. It was a thought provoking story.
5005,1441888128,R3Q0ODTEXY0KUH,Fast and easy,4.0 out of 5 stars,"Reviewed in the United States on August 2, 2016",,Verified Purchase,Arrived on time. Fast and easy.
5006,1441888128,R30LM65L161GH6,Great read,5.0 out of 5 stars,"Reviewed in the United States on August 19, 2016",,Verified Purchase,"It brings the presence of God so real into the story, you can feel the spiritual battle the character is dealing with. Great book."
5007,1441888128,R1P9KUPQ1667UC,Worth reading,5.0 out of 5 stars,"Reviewed in the United States on August 20, 2018",,Verified Purchase,Very good book.  Makes a person think. Highly recommened.
5008,1441888128,R48I39F0JM84Y,I liked the book!,3.0 out of 5 stars,"Reviewed in the United States on October 4, 2013",,Verified Purchase,"I did like this book, but it was slow in a lot of spots. The overall idea and theme was really good though. I would recommend it."
5009,1441888128,R2LOYS0LYMU7GX,Supernatural suspense,4.0 out of 5 stars,"Reviewed in the United States on November 17, 2014",,Verified Purchase,"It seemed to take a LONG time to get where it was going, but the message was spot-on."
5010,1441888128,R16EJZLT82ZA4V,A nice book with a good ending,4.0 out of 5 stars,"Reviewed in the United States on August 20, 2015",,Verified Purchase,Interesting as well as mind provoking perceptions.  A nice book with a good ending.
5011,1883768195,R16ZPKCEZSC6C4,excellent,5.0 out of 5 stars,"Reviewed in the United States on December 17, 2007",6 people found this helpful,,i like the coupons. there are some really good ones and also the descripyons of casinos. very informative
5012,1883768195,R10T5RTQC26P2R,Casino Book,5.0 out of 5 stars,"Reviewed in the United States on June 5, 2008",,,"Bought the book on a friends advice. If it saves you one night in a campground, the book has paid for itself"
5013,1883768195,R1X3J7XL89PH12,Sloooooooooooooow  Shipping,4.0 out of 5 stars,"Reviewed in the United States on February 1, 2009",,,"Shipping took forever from Amazon.  I ordered on Jan.1 and did not receive until almost two weeks later.  I will not order from Amazon again. Book is great, lots of helpful coupons."
5014,1883768195,R3M6OLVKHUT0PY,AMERICAN CASINO GUIDE,4.0 out of 5 stars,"Reviewed in the United States on December 20, 2008",One person found this helpful,,"EXCELLENT.  I WISH THEY WOULD GIVE THE CASINO SIZE FOR ALL THE CASINOS, AND MAYBE THE NUMBER OF SLOTS IN EACH CASINO."
5015,1883768195,R1ZHL4L35Y81G1,Great Discounts,5.0 out of 5 stars,"Reviewed in the United States on December 26, 2009",4 people found this helpful,Verified Purchase,The American Casino Guide was great the coupons easily saved us over $100 dollars. Also the guide to free entertainment in Las Vegas was helpful.
5016,1883768195,RVY1BIENW3Q6J,,,"Reviewed in the United Kingdom on May 12, 2018",,Verified Purchase,Difintely worth buying for the coupons alone! Looking forward to using them when we visit LV next week
5017,1883768195,R2NJBT8LBRQZHL,,,"Reviewed in the United Kingdom on August 3, 2011",One person found this helpful,Verified Purchase,"Have purchased this book, quite a few times. But this year I don't really think it was worth the money. Not so many buy one get one free buffets. Usually excellent value, but not this time. I won't be buying this again....  :-("
5018,1883768195,R32FAJYPWB5RCO,,,"Reviewed in the United Kingdom on January 1, 2019",,Verified Purchase,used a few of the coupons in vegas but not really worth it
5019,1883768195,R3KZMXZOQXYPLU,,,"Reviewed in Canada on January 14, 2019",,Verified Purchase,A++++
5020,1883768195,R2WV306Q0O1TH5,,,"Reviewed in Germany on August 18, 2015",,Verified Purchase,"Wir waren als Gruppe in Vegas, jeder hattesich so ein Buch besorgt. Wir haben die Bücher manchmal mehrmals am Tag benutzt.  Sei es beim Buffet, Shows oder am Spieltisch. Den Tages- und Wochenablauf haben wir nach diesem Buch gestaltet und ordentlich gespart. Immer wieder gerne :)"
5021,1622452399,RJJU2U47OTKJA,Great book year after year!,5.0 out of 5 stars,"Reviewed in the United States on February 11, 2020",,Verified Purchase,Great book!
5022,1622452399,RXSFLUZ7UFQAS,Loved it!,5.0 out of 5 stars,"Reviewed in the United States on September 8, 2017",,Verified Purchase,Very unique and interesting way to present the gosepl. Captured my attention from beginning to end. Loved it!
5023,1622452399,R1KK439BP37TNH,so glad I bought it,5.0 out of 5 stars,"Reviewed in the United States on November 12, 2015",One person found this helpful,Verified Purchase,"I have known about this book for many years and have always wanted to read it, so glad I bought it! Every Christian should read this as you can really see yourself in your daily Christian walk. I wish I would have bought it years ago."
5024,1622452399,R3DQB7M6B4JKT1,A great book!,5.0 out of 5 stars,"Reviewed in the United States on April 7, 2018",,Verified Purchase,Every Christian should read!  A great book!
5025,1622452399,R2YSFA22HLTPZW,Great Kindle version,5.0 out of 5 stars,"Reviewed in the United States on April 10, 2018",,Verified Purchase,Super book.  Loved this Kindle version.
5026,1622452399,R1UA6017WUB4SG,Pilgrims Progress,5.0 out of 5 stars,"Reviewed in the United States on April 7, 2021",,Verified Purchase,"It was a great book, a great read and I look forward to more of Mr. Bunyan’s books in the near future."
5027,1622452399,R25IZYGY46URA,classic read for Christians,5.0 out of 5 stars,"Reviewed in the United States on January 31, 2020",,Verified Purchase,"excellent version, easy to read."
5028,1622452399,R2W6U4DCHIH5Y0,Good book,5.0 out of 5 stars,"Reviewed in the United States on April 3, 2021",,Verified Purchase,Love this book. Highly recommend
5029,1622452399,R3OPFRJVF6U1EG,Walking home.,5.0 out of 5 stars,"Reviewed in the United States on June 12, 2016",,Verified Purchase,"An extremely unique look at Christianity from the journey of a young man trying to get to heaven, and all the obstacles that confront us on our journey there."
5030,1622452399,R2KU8NL7MV5LHY,Great,5.0 out of 5 stars,"Reviewed in the United States on August 16, 2018",,Verified Purchase,Love it !!
5031,111024178X,R2CBHN2ZBVM3RI,some errors,4.0 out of 5 stars,"Reviewed in the United States on October 17, 2011",,Verified Purchase,im not sure if some how i downlosaded a bad veersion of what but every once in a while i come across what should be a word but its just a bunch of symbols it tends to happen when its talking about moeny. other than that i love this book. oh and i know this is horribly spelled and puncuated but im just learning how to use the internet feature on my kindle and this keypad is not ment for lots of typing.
5032,111024178X,R3VEYB6A94LNZ1,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on January 3, 2018",,Verified Purchase,nice
5033,111024178X,R2DC4IVI4O1M87,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on January 1, 2018",,Verified Purchase,Received today in perfect condition. Excellent service!! 5 - star all the way!!!
5034,111024178X,R2AHN0QBO6VRA6,Great,5.0 out of 5 stars,"Reviewed in the United States on February 25, 2013",,Verified Purchase,Easy to get on my Kindle and to transport it everywhere.  Rapid download to all my connected electronics.  And you cannot go wrong with so little money for it.
5035,111024178X,RRJHLEO8RB2WF,good collection of holmes,4.0 out of 5 stars,"Reviewed in the United States on May 18, 2014",,Verified Purchase,classic stories free to download to my kindle.  exactly as described.  would download again if i ever needed it again
5036,111024178X,R1885JXB2K5IJ6,Good reading,5.0 out of 5 stars,"Reviewed in the United States on April 4, 2013",One person found this helpful,Verified Purchase,I enjoy the stories very much and really like having the on the kindle. The delivery of the book is so amazing in that it is so quick.
5037,111024178X,R2BMFS1S5CZJUB,Great IF You Like Sherlock Holmes,2.0 out of 5 stars,"Reviewed in the United States on June 11, 2014",,Verified Purchase,I love mysteries but I just couldn't get into this. That doesn't make it bad. It's just not my cup of tea. Obviously there are many Sherlock Holmes fans.
5038,111024178X,RNFZL4GF0YJRB,No Sh** Sherlock!!!,5.0 out of 5 stars,"Reviewed in the United States on November 29, 2013",,Verified Purchase,"The movies and TV show are great, but the book is even better.  Sir Arthur Conan Doyle wrote a wonderful book when he penned Sherlock Holmes."
5039,111024178X,RAR6D3HB5495U,Great story,5.0 out of 5 stars,"Reviewed in the United States on November 17, 2015",,Verified Purchase,Favorite story as a teenage.  I love Sherlock Holmes stories.
5040,111024178X,R2XZH69SS7IENI,Doyle famous for a reason.,4.0 out of 5 stars,"Reviewed in the United States on July 7, 2014",,Verified Purchase,It's a classic...what can one say. Nice quick short stories that compliment the PBS series by giving one visuals of the characters.
5041,140053271X,R1MYBB49J0CDIR,"Neat eReader, bad software",2.0 out of 5 stars,"Reviewed in the United States on December 26, 2011",One person found this helpful,,"I like this device,  but the software is flaky.  With 2 months of light use, after numerous lock/hang issues, mine is a brick and cannot be be rebooted.  B&N has offered a REFURB unit as a warranty replacement - underwhelming for such a new and obviously flawed device.  My experience is not unique, many have had similar issues.  It should not be that hard to deliver a bulletproof eReader, it has very limited function, not like a general purpose computer running code from various vendors.  Application code/device driver stack is not strong.  Hardware appears to be reasonable.  Would be interesting to see a report from someone that knows specifics about the software shop that developed the Nook Simple Touch code.  The UI is learnable in a relatively short time,  but not intuitive as an eReader should be.  The eReader UI experience should be closer to an iPhone experience, instead of a VCR timer event recording from the 80's (like it is).  Recommendation to B&N, get different software development team with experience writing bulletproof production code for 2.0.  Full rewrite of Nook Simple Touch code recommended."
5042,140053271X,R2VZBRG2O4BIWC,"almost perfect product, only has a minor flaws",5.0 out of 5 stars,"Reviewed in the United States on October 3, 2011",15 people found this helpful,,For all people confused on whether to get a nook or kindle...hopefully this helps!
5043,140053271X,RDY2RNKO6UNK1,Very simple,5.0 out of 5 stars,"Reviewed in the United States on April 23, 2012",,,EDIT:  A year later...  the page buttons on the right side stick or don't work most of the time.  B&N is replacing it within their 1 year warrantee.
5044,140053271X,R2TGSXMIOX5JGY,Amazon Price is Wrong,5.0 out of 5 stars,"Reviewed in the United States on December 3, 2011",3 people found this helpful,,"It's best to buy this device directly from Barnes & Noble, either the store or the website.  I know Amazon won't let me list prices, but at the time I'm writing this the current ""list price"" is 40% higher than the actual in-store price.  Even with Amazon's current discount, it's higher.  Buying at the store also gives you the opportunity to purchase the extended warranty, which protects your NOOK from drops and liquid spills, etc, for two years.  You can take it directly into a store to get it fixed, you don't have to mail it out to Amazon or anything."
5045,140053271X,R1YIE2MEW653IS,Kindle-Yes!  Nook-nope.,3.0 out of 5 stars,"Reviewed in the United States on December 7, 2011",9 people found this helpful,,A few points of introduction:
5046,140053271X,R309GP6KRDWC6I,"SIMPLE is in the title, so expect it.",5.0 out of 5 stars,"Reviewed in the United States on October 25, 2011",9 people found this helpful,,"This is the first ereader I purchased for myself and I have had it for about 3 months. I unexpectedly found this Nook at Walmart and it saved me a trip to the local Barnes & Noble store when I was in a hurry. However I love going to the Barnes & Noble store because if you take your Nook, you are able to read any Nook book for free for up to 1 hour per day without purchasing it. I don't think any other ereader brand has that advantage."
5047,140053271X,R28BFGSABTDLQL,"Easy to use, easy on the eyes",5.0 out of 5 stars,"Reviewed in the United States on August 8, 2012",,,"First let me say this nook is lightweight and simple and good for anyone who simply loves to read and wants to bring their library with them. There is no backlight which greatly reduces eye strain compared with other ereaders. The interface is laid out in easy to use functions and the pages actually look like those of a real book. Buying a cover and quality book light completes the package giving you the feel of a real book without the weight and the ability to read in bed at night ;) You can shop over a wifi network directly from your nook, while in Barnes and Noble read any nook book for free as long as you are there and connected to their wifi network, and you can even add your favorite social networks to share things with your friends. All purchase books are your forever compared to other ebook services who may take the boom away when the publisher ends digital publishing. If you're looking for something simple without bells and whistles and are a true book lover, you will love this nook. Great for any age too! (Font sizes are adjustable. Yay!)"
5048,140053271X,R1V5VM91SC2OQS,Great little device and can be modified to run android ...,5.0 out of 5 stars,"Reviewed in the United States on November 17, 2017",,,"Hardly worth the list price now, but if you're lucky you might be able to snag it under twenty dollars used. Great little device and can be modified to run android applications, even the kindle app if you'd like. It's pretty ugly compared to it's counterparts and the screen doesn't compare anymore, but it does it's job fantastically. Plus, hardware buttons are nice. Great, built to last device that accepts a myriad of different formats."
5049,140053271X,R3ME273WWTUCN6,"Doesn't function well, even with firmware update",2.0 out of 5 stars,"Reviewed in the United States on June 28, 2013",One person found this helpful,,"I really like the Nook Simple Touch and the way it displays e-books. The problem for me has been fairly consistent problems with functionality. The firmware on the device as delivered didn't work at all. It was appalling that a brand new factory version's touch screen did not accurately respond to where I touched. It took days of trying to connect to wi-fi because of this. I immediately installed the firmware update, and that seemed to work. But it still gets unresponsive often, reverts back to the homescreen or settings panel in the middle of reading."
5050,140053271X,R1FUS6ZX2YKO6P,Great e-reader!,5.0 out of 5 stars,"Reviewed in the United States on February 10, 2012",One person found this helpful,,"I tried to leave this review at barnesandnoble.com, but they never posted it. Oh well."
5051,1433203324,R18LY9JGJFA5XB,Better than movie,5.0 out of 5 stars,"Reviewed in the United States on February 20, 2017",,Verified Purchase,"Great book, really captures the humanity of the last man on earth. I didn't get the title until the very end, much better than the movie."
5052,1433203324,RGMGVDHR2M1QR,Wierd stories. My daughter needed this for her college ...,3.0 out of 5 stars,"Reviewed in the United States on March 28, 2017",,Verified Purchase,"Wierd stories.  My daughter needed this for her college class.  Very odd stories, but interesting."
5053,1433203324,R3DBDA451R97JJ,K's Review,3.0 out of 5 stars,"Reviewed in the United States on September 21, 2012",,Verified Purchase,"I was'nt as descriptive as I thought it would be.  I had seen the movie first, so I was expecting some real DRAMA?  Never really went into details and how it started/spread?  And I was really disappointed that the dog died...My opinion.  ""Watch the Movie""."
5054,1433203324,R1ZXPFRFBF7ODF,Favorite,5.0 out of 5 stars,"Reviewed in the United States on January 30, 2017",,Verified Purchase,Loved this book. Probably the best book I read this year. It is still relevant even though it was wrote in the 70's. Got my husband to read it too. He loved it.
5055,1433203324,R3RKE91T54MMLR,Better than the movie,5.0 out of 5 stars,"Reviewed in the United States on May 8, 2014",,Verified Purchase,This is an awesome story and an interesting look at the world of vampires/zombies. It contains everything the movie lacked and I so wish they did a better version if only to drive more people to the original story.
5056,1433203324,R3MOMNJOSY8I3J,Good Read,5.0 out of 5 stars,"Reviewed in the United States on November 4, 2016",,Verified Purchase,Forget the movies loosely based on this novel. Read the story the author meant to tell.
5057,1433203324,RNW0JPJCINNMC,Not at all like the movie - Good read.,4.0 out of 5 stars,"Reviewed in the United States on October 31, 2013",,Verified Purchase,"I thought this book would be like the movie. It is completely different & that's what made me love it. Robert Neville is a survivor of horrors only told in fiction. But you corm to love him, appreciate him, & respect him in the end."
5058,1433203324,R32LSY5LHJ3EFV,"Not the movie, in a good way",4.0 out of 5 stars,"Reviewed in the United States on April 5, 2019",,Verified Purchase,Quite different from the Will smith flick. It was a quick and easy read and well written. I was surprised at how quick the read was.
5059,1433203324,R2BHPOHUTYHXKD,Amazing,5.0 out of 5 stars,"Reviewed in the United States on May 10, 2019",,Verified Purchase,Haven't read any books in a long time. Happy I picked this one up. Nothing like the movie.. Much much better.
5060,1433203324,R38TKE1U9P1KBS,Fooled!,1.0 out of 5 stars,"Reviewed in the United States on January 31, 2020",,Verified Purchase,Did anyone else order I Am Legend and get a book with the I Am Legend cover but a weird romance book on the inside??
5061,142720019X,R3TEM6KVTTEZMK,,,"Reviewed in the United Kingdom on July 14, 2016",,Verified Purchase,"Very intriguing story about the espionage in the early war. Fantastic story telling, weaving the two timelines of the war and 1970s."
5062,142720019X,R2BRLFB9TSCS9C,,,"Reviewed in the United Kingdom on August 26, 2015",,Verified Purchase,I bought this book for my husband after watching the DVD. He is enjoying the book as much as the book.
5063,142720019X,R1LZSPX53SQECR,,,"Reviewed in the United Kingdom on September 18, 2019",,Verified Purchase,Loved this book.
5064,142720019X,R1E4J7FAEFTY6L,,,"Reviewed in the United Kingdom on September 22, 2013",,Verified Purchase,"Once you pick up Restless and start reading, you won't put it down. A great page turner. I think the book is better than the film, but you will not be disappointed with either."
